time,depth
06:55:00 10-Jan-2000,137.2
06:56:00 10-Jan-2000,133.6
06:57:00 10-Jan-2000,132.1
06:58:00 10-Jan-2000,133.8
06:59:00 10-Jan-2000,136.9
07:00:00 10-Jan-2000,133.5
07:01:00 10-Jan-2000,138.5
07:02:00 10-Jan-2000,134.8
07:03:00 10-Jan-2000,140.3
07:04:00 10-Jan-2000,136.1
07:05:00 10-Jan-2000,138.7
07:06:00 10-Jan-2000,137.4
07:07:00 10-Jan-2000,137.1
07:08:00 10-Jan-2000,131.1
07:09:00 10-Jan-2000,134
07:10:00 10-Jan-2000,133.2
07:11:00 10-Jan-2000,136.2
07:12:00 10-Jan-2000,138.1
07:13:00 10-Jan-2000,133.6
07:14:00 10-Jan-2000,140.2
07:15:00 10-Jan-2000,133.8
07:16:00 10-Jan-2000,134
07:17:00 10-Jan-2000,136.9
07:18:00 10-Jan-2000,131.5
07:19:00 10-Jan-2000,137.6
07:20:00 10-Jan-2000,134
07:21:00 10-Jan-2000,132.1
07:22:00 10-Jan-2000,132.8
07:23:00 10-Jan-2000,139
07:24:00 10-Jan-2000,132.1
07:25:00 10-Jan-2000,136.3
07:26:00 10-Jan-2000,135.1
07:27:00 10-Jan-2000,135.9
07:28:00 10-Jan-2000,134
07:29:00 10-Jan-2000,137
07:30:00 10-Jan-2000,135
07:31:00 10-Jan-2000,134.9
07:32:00 10-Jan-2000,132.5
07:33:00 10-Jan-2000,132.1
07:34:00 10-Jan-2000,132.3
07:35:00 10-Jan-2000,134
07:36:00 10-Jan-2000,131.3
07:37:00 10-Jan-2000,134.5
07:38:00 10-Jan-2000,135.7
07:39:00 10-Jan-2000,134.8
07:40:00 10-Jan-2000,131.4
07:41:00 10-Jan-2000,134.5
07:42:00 10-Jan-2000,15
07:43:00 10-Jan-2000,17.2
07:44:00 10-Jan-2000,13.7
07:45:00 10-Jan-2000,9.4
07:46:00 10-Jan-2000,14.8
07:47:00 10-Jan-2000,13.4
07:48:00 10-Jan-2000,13.6
07:49:00 10-Jan-2000,10.2
07:50:00 10-Jan-2000,15
07:51:00 10-Jan-2000,132.8
07:52:00 10-Jan-2000,133.9
07:53:00 10-Jan-2000,136.3
07:54:00 10-Jan-2000,133.8
07:55:00 10-Jan-2000,132.3
07:56:00 10-Jan-2000,133.7
07:57:00 10-Jan-2000,132.5
07:58:00 10-Jan-2000,135.5
07:59:00 10-Jan-2000,131.3
08:00:00 10-Jan-2000,136
08:01:00 10-Jan-2000,135
08:02:00 10-Jan-2000,134.6
08:03:00 10-Jan-2000,135
08:04:00 10-Jan-2000,134.3
08:05:00 10-Jan-2000,135.2
08:06:00 10-Jan-2000,134.7
08:07:00 10-Jan-2000,132.8
08:08:00 10-Jan-2000,133.9
08:09:00 10-Jan-2000,135.7
08:10:00 10-Jan-2000,135
08:11:00 10-Jan-2000,132.6
08:12:00 10-Jan-2000,130.1
08:13:00 10-Jan-2000,138.6
08:14:00 10-Jan-2000,137.7
08:15:00 10-Jan-2000,135.9
08:16:00 10-Jan-2000,131.1
08:17:00 10-Jan-2000,132.1
08:18:00 10-Jan-2000,136.3
08:19:00 10-Jan-2000,12.7
08:20:00 10-Jan-2000,17.5
08:21:00 10-Jan-2000,21.1
08:22:00 10-Jan-2000,18.3
08:23:00 10-Jan-2000,19.4
08:24:00 10-Jan-2000,14.6
08:25:00 10-Jan-2000,14.6
08:26:00 10-Jan-2000,12.8
08:27:00 10-Jan-2000,13.8
08:28:00 10-Jan-2000,16.2
08:29:00 10-Jan-2000,135.1
08:30:00 10-Jan-2000,135.9
08:31:00 10-Jan-2000,132.6
08:32:00 10-Jan-2000,132.6
08:33:00 10-Jan-2000,134.3
08:34:00 10-Jan-2000,132.7
08:35:00 10-Jan-2000,136.1
08:36:00 10-Jan-2000,137.2
08:37:00 10-Jan-2000,142.2
08:38:00 10-Jan-2000,137.3
08:39:00 10-Jan-2000,135
08:40:00 10-Jan-2000,137.8
08:41:00 10-Jan-2000,136
08:42:00 10-Jan-2000,134.4
08:43:00 10-Jan-2000,130.3
08:44:00 10-Jan-2000,132.4
08:45:00 10-Jan-2000,137.2
08:46:00 10-Jan-2000,138.8
08:47:00 10-Jan-2000,133.5
08:48:00 10-Jan-2000,136.4
08:49:00 10-Jan-2000,132.8
08:50:00 10-Jan-2000,135.9
08:51:00 10-Jan-2000,133.5
08:52:00 10-Jan-2000,135.4
08:53:00 10-Jan-2000,137.1
08:54:00 10-Jan-2000,137.6
08:55:00 10-Jan-2000,12.9
08:56:00 10-Jan-2000,12.6
08:57:00 10-Jan-2000,15.4
08:58:00 10-Jan-2000,16.6
08:59:00 10-Jan-2000,11.1
09:00:00 10-Jan-2000,135.9
09:01:00 10-Jan-2000,132
09:02:00 10-Jan-2000,136.5
09:03:00 10-Jan-2000,133.7
09:04:00 10-Jan-2000,135.6
09:05:00 10-Jan-2000,134.3
09:06:00 10-Jan-2000,136.4
09:07:00 10-Jan-2000,139.1
09:08:00 10-Jan-2000,130.8
09:09:00 10-Jan-2000,137.4
09:10:00 10-Jan-2000,131.5
09:11:00 10-Jan-2000,139.6
09:12:00 10-Jan-2000,134.1
09:13:00 10-Jan-2000,134.8
09:14:00 10-Jan-2000,133.9
09:15:00 10-Jan-2000,135.4
09:16:00 10-Jan-2000,136.2
09:17:00 10-Jan-2000,131.4
09:18:00 10-Jan-2000,133.6
09:19:00 10-Jan-2000,137.7
09:20:00 10-Jan-2000,136.1
09:21:00 10-Jan-2000,137
09:22:00 10-Jan-2000,135.9
09:23:00 10-Jan-2000,136.5
09:24:00 10-Jan-2000,134.9
09:25:00 10-Jan-2000,134.8
09:26:00 10-Jan-2000,139.3
09:27:00 10-Jan-2000,14.3
09:28:00 10-Jan-2000,14.8
09:29:00 10-Jan-2000,21.2
09:30:00 10-Jan-2000,12.5
09:31:00 10-Jan-2000,20.3
09:32:00 10-Jan-2000,138.8
09:33:00 10-Jan-2000,133.7
09:34:00 10-Jan-2000,137.4
09:35:00 10-Jan-2000,133.5
09:36:00 10-Jan-2000,130.5
09:37:00 10-Jan-2000,136.7
09:38:00 10-Jan-2000,133.8
09:39:00 10-Jan-2000,140.7
09:40:00 10-Jan-2000,133
09:41:00 10-Jan-2000,136.4
09:42:00 10-Jan-2000,133.2
09:43:00 10-Jan-2000,134.5
09:44:00 10-Jan-2000,135.4
09:45:00 10-Jan-2000,137.7
09:46:00 10-Jan-2000,131.5
09:47:00 10-Jan-2000,138.5
09:48:00 10-Jan-2000,132.6
09:49:00 10-Jan-2000,135.7
09:50:00 10-Jan-2000,133.3
09:51:00 10-Jan-2000,134
09:52:00 10-Jan-2000,139.2
09:53:00 10-Jan-2000,135.7
09:54:00 10-Jan-2000,133
09:55:00 10-Jan-2000,136.5
09:56:00 10-Jan-2000,138.2
09:57:00 10-Jan-2000,133.7
09:58:00 10-Jan-2000,136.4
09:59:00 10-Jan-2000,138.2
10:00:00 10-Jan-2000,135
10:01:00 10-Jan-2000,137.3
10:02:00 10-Jan-2000,135.7
10:03:00 10-Jan-2000,138.8
10:04:00 10-Jan-2000,133
10:05:00 10-Jan-2000,138.1
10:06:00 10-Jan-2000,134.2
10:07:00 10-Jan-2000,134.6
10:08:00 10-Jan-2000,131.9
10:09:00 10-Jan-2000,137.8
10:10:00 10-Jan-2000,136.1
10:11:00 10-Jan-2000,134.7
10:12:00 10-Jan-2000,138.5
10:13:00 10-Jan-2000,139.8
10:14:00 10-Jan-2000,130.7
10:15:00 10-Jan-2000,135.5
10:16:00 10-Jan-2000,131.8
10:17:00 10-Jan-2000,138
10:18:00 10-Jan-2000,139.1
10:19:00 10-Jan-2000,132.6
10:20:00 10-Jan-2000,137.3
10:21:00 10-Jan-2000,135.2
10:22:00 10-Jan-2000,135.4
10:23:00 10-Jan-2000,15.6
10:24:00 10-Jan-2000,11.6
10:25:00 10-Jan-2000,11.3
10:26:00 10-Jan-2000,12.6
10:27:00 10-Jan-2000,18.4
10:28:00 10-Jan-2000,15.5
10:29:00 10-Jan-2000,12.2
10:30:00 10-Jan-2000,12.1
10:31:00 10-Jan-2000,11.8
10:32:00 10-Jan-2000,17.3
10:33:00 10-Jan-2000,139.1
10:34:00 10-Jan-2000,136.3
10:35:00 10-Jan-2000,133.6
10:36:00 10-Jan-2000,135.2
10:37:00 10-Jan-2000,136.5
10:38:00 10-Jan-2000,133.8
10:39:00 10-Jan-2000,134.1
10:40:00 10-Jan-2000,136.5
10:41:00 10-Jan-2000,136.7
10:42:00 10-Jan-2000,139.6
10:43:00 10-Jan-2000,131
10:44:00 10-Jan-2000,133.2
10:45:00 10-Jan-2000,135.1
10:46:00 10-Jan-2000,134.9
10:47:00 10-Jan-2000,138.1
10:48:00 10-Jan-2000,134.6
10:49:00 10-Jan-2000,136
10:50:00 10-Jan-2000,140.8
10:51:00 10-Jan-2000,133.9
10:52:00 10-Jan-2000,136.8
10:53:00 10-Jan-2000,137.2
10:54:00 10-Jan-2000,136.1
10:55:00 10-Jan-2000,136.3
10:56:00 10-Jan-2000,133.4
10:57:00 10-Jan-2000,134.4
10:58:00 10-Jan-2000,132.7
10:59:00 10-Jan-2000,133.1
11:00:00 10-Jan-2000,133.9
11:01:00 10-Jan-2000,128.1
11:02:00 10-Jan-2000,138.6
11:03:00 10-Jan-2000,136.5
11:04:00 10-Jan-2000,132.8
11:05:00 10-Jan-2000,137.7
11:06:00 10-Jan-2000,134.1
11:07:00 10-Jan-2000,137.6
11:08:00 10-Jan-2000,139.5
11:09:00 10-Jan-2000,133.7
11:10:00 10-Jan-2000,134.7
11:11:00 10-Jan-2000,139.5
11:12:00 10-Jan-2000,137.3
11:13:00 10-Jan-2000,135.7
11:14:00 10-Jan-2000,133.1
11:15:00 10-Jan-2000,135.8
11:16:00 10-Jan-2000,132.3
11:17:00 10-Jan-2000,138.4
11:18:00 10-Jan-2000,140.4
11:19:00 10-Jan-2000,134.9
11:20:00 10-Jan-2000,130.5
11:21:00 10-Jan-2000,135.5
11:22:00 10-Jan-2000,132
11:23:00 10-Jan-2000,138.8
11:24:00 10-Jan-2000,138.6
11:25:00 10-Jan-2000,135
11:26:00 10-Jan-2000,134
11:27:00 10-Jan-2000,137.8
11:28:00 10-Jan-2000,135.7
11:29:00 10-Jan-2000,133.7
11:30:00 10-Jan-2000,135.8
11:31:00 10-Jan-2000,132.7
11:32:00 10-Jan-2000,137.6
11:33:00 10-Jan-2000,136
11:34:00 10-Jan-2000,135.3
11:35:00 10-Jan-2000,135.1
11:36:00 10-Jan-2000,135.6
11:37:00 10-Jan-2000,135
11:38:00 10-Jan-2000,140.2
11:39:00 10-Jan-2000,133.2
11:40:00 10-Jan-2000,135.3
11:41:00 10-Jan-2000,132.6
11:42:00 10-Jan-2000,14.7
11:43:00 10-Jan-2000,12.1
11:44:00 10-Jan-2000,14.3
11:45:00 10-Jan-2000,18.9
11:46:00 10-Jan-2000,13.4
11:47:00 10-Jan-2000,13.9
11:48:00 10-Jan-2000,12.5
11:49:00 10-Jan-2000,11.4
11:50:00 10-Jan-2000,19.1
11:51:00 10-Jan-2000,134.4
11:52:00 10-Jan-2000,132.2
11:53:00 10-Jan-2000,140.7
11:54:00 10-Jan-2000,134.3
11:55:00 10-Jan-2000,137.3
11:56:00 10-Jan-2000,135.9
11:57:00 10-Jan-2000,132.4
11:58:00 10-Jan-2000,132.8
11:59:00 10-Jan-2000,135.5
12:00:00 10-Jan-2000,132.4
12:01:00 10-Jan-2000,138.4
12:02:00 10-Jan-2000,128
12:03:00 10-Jan-2000,137.3
12:04:00 10-Jan-2000,134.8
12:05:00 10-Jan-2000,136.7
12:06:00 10-Jan-2000,135.9
12:07:00 10-Jan-2000,139.5
12:08:00 10-Jan-2000,134.2
12:09:00 10-Jan-2000,135.4
12:10:00 10-Jan-2000,129.9
12:11:00 10-Jan-2000,137
12:12:00 10-Jan-2000,138.5
12:13:00 10-Jan-2000,131.4
12:14:00 10-Jan-2000,132.4
12:15:00 10-Jan-2000,136.4
12:16:00 10-Jan-2000,132.6
12:17:00 10-Jan-2000,135.1
12:18:00 10-Jan-2000,132.7
12:19:00 10-Jan-2000,137.7
12:20:00 10-Jan-2000,135.8
12:21:00 10-Jan-2000,133.2
12:22:00 10-Jan-2000,130.3
12:23:00 10-Jan-2000,135.5
12:24:00 10-Jan-2000,130.2
12:25:00 10-Jan-2000,134.2
12:26:00 10-Jan-2000,137.5
12:27:00 10-Jan-2000,137.3
12:28:00 10-Jan-2000,131.3
12:29:00 10-Jan-2000,130.1
12:30:00 10-Jan-2000,131.4
12:31:00 10-Jan-2000,137.1
12:32:00 10-Jan-2000,139
12:33:00 10-Jan-2000,131
12:34:00 10-Jan-2000,133.9
12:35:00 10-Jan-2000,135.8
12:36:00 10-Jan-2000,135.5
12:37:00 10-Jan-2000,136.3
12:38:00 10-Jan-2000,135.9
12:39:00 10-Jan-2000,135
12:40:00 10-Jan-2000,136.8
12:41:00 10-Jan-2000,136.9
12:42:00 10-Jan-2000,137.8
12:43:00 10-Jan-2000,136.4
12:44:00 10-Jan-2000,135.2
12:45:00 10-Jan-2000,135.9
12:46:00 10-Jan-2000,135.2
12:47:00 10-Jan-2000,133.3
12:48:00 10-Jan-2000,135
12:49:00 10-Jan-2000,135.8
12:50:00 10-Jan-2000,135.7
12:51:00 10-Jan-2000,134.8
12:52:00 10-Jan-2000,11.1
12:53:00 10-Jan-2000,18.7
12:54:00 10-Jan-2000,19.5
12:55:00 10-Jan-2000,12
12:56:00 10-Jan-2000,17.7
12:57:00 10-Jan-2000,16.2
12:58:00 10-Jan-2000,18.1
12:59:00 10-Jan-2000,133.4
13:00:00 10-Jan-2000,133.3
13:01:00 10-Jan-2000,137.4
13:02:00 10-Jan-2000,133.7
13:03:00 10-Jan-2000,131.8
13:04:00 10-Jan-2000,134.4
13:05:00 10-Jan-2000,133.6
13:06:00 10-Jan-2000,134.1
13:07:00 10-Jan-2000,136.5
13:08:00 10-Jan-2000,138.1
13:09:00 10-Jan-2000,131.1
13:10:00 10-Jan-2000,133.5
13:11:00 10-Jan-2000,138.5
13:12:00 10-Jan-2000,137.5
13:13:00 10-Jan-2000,132.2
13:14:00 10-Jan-2000,133.1
13:15:00 10-Jan-2000,133.5
13:16:00 10-Jan-2000,137.2
13:17:00 10-Jan-2000,136.5
13:18:00 10-Jan-2000,134.8
13:19:00 10-Jan-2000,133.6
13:20:00 10-Jan-2000,138.1
13:21:00 10-Jan-2000,139.1
13:22:00 10-Jan-2000,137.2
13:23:00 10-Jan-2000,139.9
13:24:00 10-Jan-2000,136.2
13:25:00 10-Jan-2000,135.3
13:26:00 10-Jan-2000,134.3
13:27:00 10-Jan-2000,139.9
13:28:00 10-Jan-2000,17.8
13:29:00 10-Jan-2000,9
13:30:00 10-Jan-2000,10.7
13:31:00 10-Jan-2000,17.5
13:32:00 10-Jan-2000,12.4
13:33:00 10-Jan-2000,11.4
13:34:00 10-Jan-2000,19.8
13:35:00 10-Jan-2000,21
13:36:00 10-Jan-2000,134.3
13:37:00 10-Jan-2000,136.5
13:38:00 10-Jan-2000,134.3
13:39:00 10-Jan-2000,135.4
13:40:00 10-Jan-2000,137
13:41:00 10-Jan-2000,132.3
13:42:00 10-Jan-2000,140.2
13:43:00 10-Jan-2000,133.3
13:44:00 10-Jan-2000,135.6
13:45:00 10-Jan-2000,134.3
13:46:00 10-Jan-2000,136
13:47:00 10-Jan-2000,133.5
13:48:00 10-Jan-2000,136.5
13:49:00 10-Jan-2000,135.3
13:50:00 10-Jan-2000,127.9
13:51:00 10-Jan-2000,133.3
13:52:00 10-Jan-2000,135.3
13:53:00 10-Jan-2000,133.2
13:54:00 10-Jan-2000,132.6
13:55:00 10-Jan-2000,135.2
13:56:00 10-Jan-2000,137.6
13:57:00 10-Jan-2000,133.8
13:58:00 10-Jan-2000,136.7
13:59:00 10-Jan-2000,136.6
14:00:00 10-Jan-2000,134.2
14:01:00 10-Jan-2000,135.4
14:02:00 10-Jan-2000,135.6
14:03:00 10-Jan-2000,132.8
14:04:00 10-Jan-2000,134.1
14:05:00 10-Jan-2000,135.3
14:06:00 10-Jan-2000,137.3
14:07:00 10-Jan-2000,135.2
14:08:00 10-Jan-2000,137.4
14:09:00 10-Jan-2000,139.1
14:10:00 10-Jan-2000,135
14:11:00 10-Jan-2000,137.8
14:12:00 10-Jan-2000,136.8
14:13:00 10-Jan-2000,134
14:14:00 10-Jan-2000,139.7
14:15:00 10-Jan-2000,132.8
14:16:00 10-Jan-2000,138.7
14:17:00 10-Jan-2000,136.3
14:18:00 10-Jan-2000,133
14:19:00 10-Jan-2000,134.4
14:20:00 10-Jan-2000,140.2
14:21:00 10-Jan-2000,138.8
14:22:00 10-Jan-2000,134.8
14:23:00 10-Jan-2000,133.5
14:24:00 10-Jan-2000,129.8
14:25:00 10-Jan-2000,134.9
14:26:00 10-Jan-2000,136.3
14:27:00 10-Jan-2000,133.1
14:28:00 10-Jan-2000,135.1
14:29:00 10-Jan-2000,135.5
14:30:00 10-Jan-2000,135.2
14:31:00 10-Jan-2000,134.5
14:32:00 10-Jan-2000,135.9
14:33:00 10-Jan-2000,134.1
14:34:00 10-Jan-2000,139.7
14:35:00 10-Jan-2000,13.3
14:36:00 10-Jan-2000,16.2
14:37:00 10-Jan-2000,18.8
14:38:00 10-Jan-2000,18.7
14:39:00 10-Jan-2000,16.4
14:40:00 10-Jan-2000,12.1
14:41:00 10-Jan-2000,17.4
14:42:00 10-Jan-2000,13.5
14:43:00 10-Jan-2000,135.7
14:44:00 10-Jan-2000,135.2
14:45:00 10-Jan-2000,134
14:46:00 10-Jan-2000,130.7
14:47:00 10-Jan-2000,137.1
14:48:00 10-Jan-2000,138.8
14:49:00 10-Jan-2000,137.2
14:50:00 10-Jan-2000,135.7
14:51:00 10-Jan-2000,135.8
14:52:00 10-Jan-2000,135.6
14:53:00 10-Jan-2000,135.8
14:54:00 10-Jan-2000,137.7
14:55:00 10-Jan-2000,135.9
14:56:00 10-Jan-2000,136.9
14:57:00 10-Jan-2000,134.4
14:58:00 10-Jan-2000,136.1
14:59:00 10-Jan-2000,137.3
15:00:00 10-Jan-2000,139.7
15:01:00 10-Jan-2000,137.1
15:02:00 10-Jan-2000,132.7
15:03:00 10-Jan-2000,136
15:04:00 10-Jan-2000,136.8
15:05:00 10-Jan-2000,135.5
15:06:00 10-Jan-2000,135.4
15:07:00 10-Jan-2000,133.1
15:08:00 10-Jan-2000,132.2
15:09:00 10-Jan-2000,134.1
15:10:00 10-Jan-2000,133.5
15:11:00 10-Jan-2000,135.5
15:12:00 10-Jan-2000,135.5
15:13:00 10-Jan-2000,134
15:14:00 10-Jan-2000,131.3
15:15:00 10-Jan-2000,137.7
15:16:00 10-Jan-2000,139.3
15:17:00 10-Jan-2000,135.3
15:18:00 10-Jan-2000,135.9
15:19:00 10-Jan-2000,138.1
15:20:00 10-Jan-2000,131.2
15:21:00 10-Jan-2000,136.1
15:22:00 10-Jan-2000,137.3
15:23:00 10-Jan-2000,136.8
15:24:00 10-Jan-2000,138
15:25:00 10-Jan-2000,132.9
15:26:00 10-Jan-2000,134.7
15:27:00 10-Jan-2000,142.2
15:28:00 10-Jan-2000,135.8
15:29:00 10-Jan-2000,135.4
15:30:00 10-Jan-2000,133.8
15:31:00 10-Jan-2000,134.5
15:32:00 10-Jan-2000,136.3
15:33:00 10-Jan-2000,136.9
15:34:00 10-Jan-2000,138.7
15:35:00 10-Jan-2000,132
15:36:00 10-Jan-2000,131.3
15:37:00 10-Jan-2000,137.8
15:38:00 10-Jan-2000,132.5
15:39:00 10-Jan-2000,136.6
15:40:00 10-Jan-2000,136.9
15:41:00 10-Jan-2000,13.4
15:42:00 10-Jan-2000,12.3
15:43:00 10-Jan-2000,16.5
15:44:00 10-Jan-2000,13.5
15:45:00 10-Jan-2000,15.5
15:46:00 10-Jan-2000,17.6
15:47:00 10-Jan-2000,18
15:48:00 10-Jan-2000,15.3
15:49:00 10-Jan-2000,13.2
15:50:00 10-Jan-2000,133
15:51:00 10-Jan-2000,135.7
15:52:00 10-Jan-2000,135.5
15:53:00 10-Jan-2000,136.8
15:54:00 10-Jan-2000,134.4
15:55:00 10-Jan-2000,131.4
15:56:00 10-Jan-2000,138.9
15:57:00 10-Jan-2000,133.1
15:58:00 10-Jan-2000,137.7
15:59:00 10-Jan-2000,134.4
16:00:00 10-Jan-2000,136.6
16:01:00 10-Jan-2000,141.2
16:02:00 10-Jan-2000,136.4
16:03:00 10-Jan-2000,140
16:04:00 10-Jan-2000,133.3
16:05:00 10-Jan-2000,137.7
16:06:00 10-Jan-2000,134.5
16:07:00 10-Jan-2000,138
16:08:00 10-Jan-2000,140.5
16:09:00 10-Jan-2000,138.3
16:10:00 10-Jan-2000,144.7
16:11:00 10-Jan-2000,139.5
16:12:00 10-Jan-2000,137.7
16:13:00 10-Jan-2000,142.9
16:14:00 10-Jan-2000,138.3
16:15:00 10-Jan-2000,143.2
16:16:00 10-Jan-2000,139.1
16:17:00 10-Jan-2000,138.4
16:18:00 10-Jan-2000,137.3
16:19:00 10-Jan-2000,140.9
16:20:00 10-Jan-2000,138.2
16:21:00 10-Jan-2000,135.1
16:22:00 10-Jan-2000,136.6
16:23:00 10-Jan-2000,139
16:24:00 10-Jan-2000,142.5
16:25:00 10-Jan-2000,138.7
16:26:00 10-Jan-2000,132.7
16:27:00 10-Jan-2000,135.7
16:28:00 10-Jan-2000,140.2
16:29:00 10-Jan-2000,136.6
16:30:00 10-Jan-2000,138.7
16:31:00 10-Jan-2000,139.9
16:32:00 10-Jan-2000,138.7
16:33:00 10-Jan-2000,141.3
16:34:00 10-Jan-2000,136.8
16:35:00 10-Jan-2000,140.3
16:36:00 10-Jan-2000,140.1
16:37:00 10-Jan-2000,140.1
16:38:00 10-Jan-2000,140.3
16:39:00 10-Jan-2000,140.1
16:40:00 10-Jan-2000,143.9
16:41:00 10-Jan-2000,138.3
16:42:00 10-Jan-2000,139.3
16:43:00 10-Jan-2000,143.4
16:44:00 10-Jan-2000,140
16:45:00 10-Jan-2000,15.7
16:46:00 10-Jan-2000,18.1
16:47:00 10-Jan-2000,11.4
16:48:00 10-Jan-2000,19.6
16:49:00 10-Jan-2000,10.8
16:50:00 10-Jan-2000,17.1
16:51:00 10-Jan-2000,15.6
16:52:00 10-Jan-2000,20.4
16:53:00 10-Jan-2000,10.7
16:54:00 10-Jan-2000,11.9
16:55:00 10-Jan-2000,13.2
16:56:00 10-Jan-2000,17
16:57:00 10-Jan-2000,10.2
16:58:00 10-Jan-2000,136.8
16:59:00 10-Jan-2000,136.5
17:00:00 10-Jan-2000,140.7
17:01:00 10-Jan-2000,143.8
17:02:00 10-Jan-2000,141.1
17:03:00 10-Jan-2000,142.6
17:04:00 10-Jan-2000,137.6
17:05:00 10-Jan-2000,142.2
17:06:00 10-Jan-2000,136.5
17:07:00 10-Jan-2000,139.6
17:08:00 10-Jan-2000,136.1
17:09:00 10-Jan-2000,144
17:10:00 10-Jan-2000,142.3
17:11:00 10-Jan-2000,145.1
17:12:00 10-Jan-2000,137.2
17:13:00 10-Jan-2000,144.8
17:14:00 10-Jan-2000,142.6
17:15:00 10-Jan-2000,140.9
17:16:00 10-Jan-2000,144.8
17:17:00 10-Jan-2000,141.7
17:18:00 10-Jan-2000,140.7
17:19:00 10-Jan-2000,142.3
17:20:00 10-Jan-2000,139.7
17:21:00 10-Jan-2000,19.9
17:22:00 10-Jan-2000,3.5
17:23:00 10-Jan-2000,13.2
17:24:00 10-Jan-2000,17.1
17:25:00 10-Jan-2000,14.2
17:26:00 10-Jan-2000,13.9
17:27:00 10-Jan-2000,19.8
17:28:00 10-Jan-2000,14.5
17:29:00 10-Jan-2000,17.3
17:30:00 10-Jan-2000,13
17:31:00 10-Jan-2000,17
17:32:00 10-Jan-2000,13.4
17:33:00 10-Jan-2000,18.4
17:34:00 10-Jan-2000,140.1
17:35:00 10-Jan-2000,143.7
17:36:00 10-Jan-2000,139.7
17:37:00 10-Jan-2000,137.7
17:38:00 10-Jan-2000,144.4
17:39:00 10-Jan-2000,143.5
17:40:00 10-Jan-2000,141.7
17:41:00 10-Jan-2000,145.3
17:42:00 10-Jan-2000,139.5
17:43:00 10-Jan-2000,142.9
17:44:00 10-Jan-2000,142.2
17:45:00 10-Jan-2000,136.5
17:46:00 10-Jan-2000,137.7
17:47:00 10-Jan-2000,144.9
17:48:00 10-Jan-2000,136.9
17:49:00 10-Jan-2000,141.7
17:50:00 10-Jan-2000,140.4
17:51:00 10-Jan-2000,140.7
17:52:00 10-Jan-2000,142.3
17:53:00 10-Jan-2000,145.5
17:54:00 10-Jan-2000,137.2
17:55:00 10-Jan-2000,140.2
17:56:00 10-Jan-2000,139.9
17:57:00 10-Jan-2000,141.1
17:58:00 10-Jan-2000,142.3
17:59:00 10-Jan-2000,139
18:00:00 10-Jan-2000,146.5
18:01:00 10-Jan-2000,136.2
18:02:00 10-Jan-2000,144
18:03:00 10-Jan-2000,143.8
18:04:00 10-Jan-2000,141.9
18:05:00 10-Jan-2000,146
18:06:00 10-Jan-2000,137.8
18:07:00 10-Jan-2000,141.6
18:08:00 10-Jan-2000,141.9
18:09:00 10-Jan-2000,142
18:10:00 10-Jan-2000,141.2
18:11:00 10-Jan-2000,139.4
18:12:00 10-Jan-2000,144.1
18:13:00 10-Jan-2000,141.3
18:14:00 10-Jan-2000,140.1
18:15:00 10-Jan-2000,138.2
18:16:00 10-Jan-2000,138.7
18:17:00 10-Jan-2000,140.6
18:18:00 10-Jan-2000,141.9
18:19:00 10-Jan-2000,141.1
18:20:00 10-Jan-2000,143
18:21:00 10-Jan-2000,138.5
18:22:00 10-Jan-2000,144.2
18:23:00 10-Jan-2000,142.9
18:24:00 10-Jan-2000,142.2
18:25:00 10-Jan-2000,144
18:26:00 10-Jan-2000,143.4
18:27:00 10-Jan-2000,143.4
18:28:00 10-Jan-2000,140.8
18:29:00 10-Jan-2000,145.6
18:30:00 10-Jan-2000,140.8
18:31:00 10-Jan-2000,146.3
18:32:00 10-Jan-2000,143.7
18:33:00 10-Jan-2000,140.1
18:34:00 10-Jan-2000,146.8
18:35:00 10-Jan-2000,140
18:36:00 10-Jan-2000,140.3
18:37:00 10-Jan-2000,142.5
18:38:00 10-Jan-2000,141
18:39:00 10-Jan-2000,146.2
18:40:00 10-Jan-2000,141.1
18:41:00 10-Jan-2000,142.2
18:42:00 10-Jan-2000,14.4
18:43:00 10-Jan-2000,18.5
18:44:00 10-Jan-2000,19.7
18:45:00 10-Jan-2000,19.4
18:46:00 10-Jan-2000,14.1
18:47:00 10-Jan-2000,15.3
18:48:00 10-Jan-2000,13.1
18:49:00 10-Jan-2000,9.6
18:50:00 10-Jan-2000,16.1
18:51:00 10-Jan-2000,17.5
18:52:00 10-Jan-2000,138
18:53:00 10-Jan-2000,141.6
18:54:00 10-Jan-2000,139.1
18:55:00 10-Jan-2000,141.9
18:56:00 10-Jan-2000,142.8
18:57:00 10-Jan-2000,137.2
18:58:00 10-Jan-2000,137.3
18:59:00 10-Jan-2000,140.9
19:00:00 10-Jan-2000,141.7
19:01:00 10-Jan-2000,143.9
19:02:00 10-Jan-2000,146.3
19:03:00 10-Jan-2000,140.6
19:04:00 10-Jan-2000,142.9
19:05:00 10-Jan-2000,141.2
19:06:00 10-Jan-2000,143.8
19:07:00 10-Jan-2000,142.2
19:08:00 10-Jan-2000,142.5
19:09:00 10-Jan-2000,142.2
19:10:00 10-Jan-2000,142.5
19:11:00 10-Jan-2000,142
19:12:00 10-Jan-2000,143.9
19:13:00 10-Jan-2000,144.2
19:14:00 10-Jan-2000,146.2
19:15:00 10-Jan-2000,145.9
19:16:00 10-Jan-2000,144.3
19:17:00 10-Jan-2000,143.3
